식품명,1회제공량,에너지,단백질,지방,탄수화물,당류,나트륨,콜레스테롤,포화지방산,트랜스지방산
엄지)쉐프솔루션교자만두,100.0g,265.0㎉,10g,10.0g,34.0g,4g,270.0㎎,0g,3.9g,0g
엄지)알찬만두,100.0g,920.0㎉,32g,1.6g,194.0g,7g,440.0㎎,0g,0.0g,0g
엄지)엄지군만두,150.0g,270.0㎉,14g,9.0g,33.0g,1.2g,280.0㎎,0g,5.1g,0g
엄지)엄지김치손만두,100.0g,2595.0㎉,33g,52.0g,496.0g,31g,3390.0㎎,0g,16.0g,0g
엄지)엄지물만두,100.0g,180.0㎉,2g,5.0g,33.0g,2g,390.0㎎,0g,2.0g,0g
엄지)엄지손만두,150.0g,280.0㎉,13g,10.0g,35.0g,0.8g,520.0㎎,0g,5.0g,0g
엄지)엄지왕만두,150.0g,240.0㎉,13g,10.0g,24.0g,0.5g,530.0㎎,0g,3.1g,0.1g
엄지)엄지찐만두,100.0g,215.0㎉,7g,8.0g,30.0g,0.7g,510.0㎎,0g,2.7g,0g
엄지)이츠웰실속교자만두,150.0g,660.0㎉,29g,31.0g,666.0g,4g,1080.0㎎,0g,10.0g,0g
엄지)전자렌지용찐만두,150g,421.88㎉,20.09g,18.75g,42.86g,2.68g,589.29㎎,0g,10.71g,0g
엄지)한입치킨만두,100.0g,190.0㎉,4g,8.0g,26.0g,3g,290.0㎎,0g,2.9g,0g
에그앤씨드)고대고운밀발효빵,100.0g,210㎉,9g,1g,42g,2g,242㎎,0g,0g,0g
에그앤씨드)유기농녹차카라멜,190.0g,822.45㎉,6.69g,16.78g,161.18g,116.24g,84.84㎎,0g,0.19g,0g
에그앤씨드)유기농무설탕스윗그린앤그린,12.0g,49.6㎉,0.4g,0.8g,10.3g,6.2g,3㎎,0g,0.1g,0g
에그앤씨드)유기농스윗그린앤그린,12.0g,49.6㎉,0.4g,0.8g,10.3g,6.2g,3㎎,0g,0.1g,0g
에그앤씨드)유기농쌍쌍화사탕,12.0g,48㎉,2g,0.01g,11g,8g,2.4㎎,0g,0g,0g
에그앤씨드)유기농아아삭파이,80.0g,300㎉,6g,0.5g,69g,0g,40㎎,0g,0.1g,0g
에그앤씨드)유기농제피사탕,190.0g,778.9㎉,3.1g,6.3g,176.9g,123.2g,12.6㎎,0g,0.6g,0g
에덴)수제옥수수파이,100.0g,276㎉,7g,1g,60g,29.6g,71㎎,0g,0.9g,0g
에드)느린마을김치전,300.0g,553㎉,14g,21g,77g,2g,1291.0㎎,0g,4g,0.0g
에드)느린마을녹두전,300.0g,523㎉,25g,15g,72g,4g,714.0㎎,0g,3g,0.0g
에드)느린마을해물파전,300.0g,539㎉,21g,20g,68g,5g,824.0㎎,0g,3g,0.0g
에리카스클로젯엘엘씨유한회사)해피베이비크리미유기농코코넛과자딸기맛,30g,41.79㎉,0g,0.64g,9g,5.14g,12.86㎎,0g,0g,0g
에리카스클로젯엘엘씨유한회사)해피베이비크리미유기농코코넛과자망고맛,30g,36.64㎉,0g,0.64g,7.71g,5.14g,19.29㎎,0g,0g,0g
에리카스클로젯엘엘씨유한회사)해피베이비크리미유기농코코넛과자사과맛,30g,41.79㎉,0g,0.64g,9g,6.43g,12.86㎎,0g,0g,0g
에리카스클로젯엘엘씨유한회사)해피베이비퍼프고구마맛,30g,36.0㎉,1.2g,0g,7.8g,0.0g,0.0㎎,0g,0g,0g
에리카스클로젯엘엘씨유한회사)해피베이비퍼프딸기맛,30g,36.0㎉,1.2g,0g,7.8g,0.6g,0.0㎎,0g,0g,0g
에리카스클로젯엘엘씨유한회사)해피베이비퍼프바나나맛,30g,36.0㎉,1.2g,0g,7.8g,0.6g,1.2㎎,0g,0g,0g
에리카스클로젯엘엘씨유한회사)해피베이비퍼프사과맛,30g,36.0㎉,1.2g,0g,7.8g,0.6g,3.6㎎,0g,0g,0g
에리카스클로젯엘엘씨유한회사)해피베이비퍼프야채맛,30g,36.0㎉,1.2g,0g,7.8g,0.6g,1.2㎎,0g,0g,0g
에리카스클로젯엘엘씨유한회사)해피크리미유기농코코넛과자사과시금치콩키위,30g,41.79㎉,0g,0.64g,9g,6.43g,12.86㎎,0g,0g,0g
에바다수산)부산포차낙지볶음,180.0g,220㎉,20g,7g,18g,12g,700.0㎎,0g,1g,0.0g
에바다수산)부산포차오징어볶음,180.0g,275㎉,17g,9g,30g,12g,650.0㎎,0g,1.1g,0.0g
에바다수산)부산포차주꾸미볶음,180.0g,230㎉,12g,8g,27g,12g,740.0㎎,0g,1.1g,0.0g
에바다시스템)퀴진에어크리스피미니핫도그,50.0g,170㎉,3g,10g,17g,6g,330㎎,0g,2.7g,0g
에바다시스템)퀴진크리스피핫도그,80.0g,255㎉,5g,14g,27g,9g,520㎎,0g,4.9g,0g
에버그린)제주보리크런치,30.0g,175.0㎉,1.0g,11.0g,17.0g,11g,15.0㎎,0g,10g,0g
에버그린)제주하르방감귤초코릿,30.0g,163.0㎉,0.5g,9.0g,20.0g,19g,16.0㎎,0g,9g,0g
에버그린)제주하르방녹차초코릿,30.0g,165.0㎉,1.0g,9.0g,19.0g,16g,15.0㎎,0g,9g,0g
에버그린)제주하르방백년초초코릿,30.0g,160.0㎉,1.0g,8.0g,20.0g,17g,20.0㎎,0g,8g,0g
에버그린)제주하르방복분자초코릿,30.0g,160.0㎉,1.0g,8.0g,20.0g,18g,30.0㎎,0g,8g,0g
에버그린)제주하르방한라봉초코릿,30.0g,160.0㎉,1.0g,9.0g,20.0g,17g,20.0㎎,0g,8g,0g
에버그린프렌즈)그린애플향태피엘아이티이,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)그린티향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)나폴리탄태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)럼향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)레몬머링게파이향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)망고향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)밀크태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)바나나향스플리트태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)바나나향크림향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)바나나향태피엘아이티이,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)바닐라향태피엘아이티이,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)버블검향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)블루베리향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)산딸기향레몬에이드향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)산딸기향태피엘아이티이,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)새시체리향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)새씨그레이프향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)새씨그린애플향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)새씨블루라즈베리향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)새씨오렌지향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)석류향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)솜사탕향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)스트로베리치즈케익향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)스트로베리향바나나향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)스트로베리향태피엘아이티이,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)스피어민트향태피,2.0g,0.16㎉,0g,0g,0.03g,0.02g,0.24㎎,0g,0g,0g
에버그린프렌즈)애플향태피,10.0g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)오렌지향크림향태피,10.0g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)오렌지향태피,10.0g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)체리향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)초콜릿칩향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)초콜릿향민트향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)초콜릿향카라멜향모카향태피,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)초콜릿향태피엘아이티이,30.0g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)카라멜향치즈케익향태피,10.0g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)카라멜향콘향태피,10.0g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)캔디콘향태피,10.0g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)커피태피,10.0g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)코코넛향태피,30g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)크랜베리향.라즈베리향태피,10g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)키라임향태피,10g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)탄제린향태피,10g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)트로피칼펀치향태피,10g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)파인애플향태피,30g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)패션후르츠향태피,30g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)페퍼민트향태피,10g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)프레쉬살구향태피,10g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)프로스테드컵케익향태피,30g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)피치향엔크림향태피,30g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)핫초콜릿향태피,30g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)허니향태피,30g,35.36㎉,0g,0.64g,7.07g,4.5g,54.64㎎,0g,0.32g,0g
에버그린프렌즈)허클베리향태피,10g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버그린프렌즈)허클베리향태피엘아이티이,10g,3.93㎉,0g,0.07g,0.79g,0.5g,6.07㎎,0g,0.04g,0g
에버스톤)강릉초당순두부아이스크림,190.0g,175㎉,5g,8g,21g,17g,113㎎,0g,5g,0.3g
에버스톤)강릉초당인절미순두부아이스크림,150.0g,265㎉,5g,11g,37g,23g,89㎎,0g,7g,0.3g
에버스톤)강릉초당초코순두부아이스크림,190.0g,211㎉,5g,11g,23g,17g,102㎎,0g,6g,0.3g
에버스톤)떼르드글라스오가닉바닐라컵,90.0g,100㎉,2g,4.1g,14g,5g,10㎎,0g,0.6g,0g
에버스톤)떼르드글라스오가닉스트로베리,90.0g,90㎉,1g,3.8g,13g,11g,10㎎,0g,0.4g,0g
에버스톤)떼르드글라스오가닉초코컵,90.0g,105㎉,2g,4.2g,15g,11g,15㎎,0g,0.6g,0g
에버스톤)젤리벨리포도바,90.0mL,214.0㎉,2.0g,9.0g,30.0g,30g,32.0㎎,0g,6g,0.3g
에버스톤)허쉬녹차초코바,90.0mL,256.0㎉,2.0g,15.0g,27.0g,24g,32.0㎎,0g,11g,0.3g
에버스톤)허쉬딸기초코바,85.0g,224㎉,2g,12g,26g,25g,33㎎,0g,8g,0.3g
에버스톤)허쉬밀크초코바,90.0g,285㎉,3g,20g,23g,24g,51㎎,0g,13g,0.6g
에버스톤)허쉬바닐라아이스크림5L,100.0g,197㎉,3g,9g,25g,25g,61㎎,0g,7g,0.3g
에버스톤)허쉬초코민트바,90.0g,253㎉,2g,16g,25g,24g,38㎎,0g,11g,0.7g
에버스톤)허쉬초코바,90.0g,301.0㎉,2.0g,18.0g,33.0g,29g,56.0㎎,0g,11g,0.3g
에버스톤)허쉬초코앤밀크소프트콘,190.0g,218㎉,3g,11g,26g,20g,43㎎,0g,8g,0.3g
에버스톤)허쉬초코앤쿠키콘,150.0g,280.0㎉,3.0g,14.0g,35.0g,26g,109.0㎎,0g,8g,0.3g
에버스톤)허쉬초코앤피칸소프트콘,190.0g,222㎉,3g,12g,25g,19g,44㎎,0g,7g,0.5g
에버스톤)허쉬쿠키앤크림바,90.0g,285.0㎉,3.0g,17.0g,30.0g,27g,75.0㎎,0g,10g,0.3g
에버스톤)허쉬쿠키앤크림콘,150.0g,277.0㎉,3.0g,15.0g,33.0g,26g,96.0㎎,0g,9.9g,0.3g
에버스톤)허쉬쿠키플러스,90.0g,296㎉,2g,18g,31g,26g,35㎎,0g,13g,0.7g
에버스톤)허쉬크리스피샌드위치,140.0g,260.0㎉,3.0g,15.0g,27.0g,21g,65.0㎎,0g,10g,0.6g
에버스톤)허쉬토피넛앤초코바,90.0g,298.0㎉,3.0g,19.0g,28.0g,24g,55.0㎎,0g,12g,0.3g
에버스톤)허쉬파르페,280.0g,366㎉,3g,20g,43g,43g,88㎎,0g,14g,0.3g
에브릿)비토스,10.0mL,4.0㎉,0.0g,0.0g,0.0g,0g,2.3㎎,0g,0g,0g
에브릿)슬립토,10.0mL,15.0㎉,0.0g,0.0g,0.0g,0g,5.2㎎,0g,0g,0g
에스고)세레스오렌지주스,200g,100㎉,0g,0g,0g,22g,0㎎,0g,0g,0g
에스더블유리테일)오이쉬리지스포테이토칩스바비큐향,30.0g,49.8㎉,0.6g,3g,5.1g,0g,42㎎,0g,1.35g,0g
에스더블유리테일)오이쉬리지스포테이토칩스치즈갈릭플레이버,30.0g,47.4㎉,0.6g,3g,3.9g,0.6g,45㎎,0g,1.35g,0g
에스더블유리테일)오이쉬리지스포테이토칩스치즈향,30.0g,49.8㎉,0.6g,3g,5.1g,0g,42㎎,0g,1.35g,0g
에스더블유리테일)오이쉬브레드팬버터드토스트플레이버,30.0g,44.57㎉,1.29g,1.71g,6g,0.64g,36㎎,0g,1.5g,0g
에스더블유리테일)오이쉬브레드팬치즈오니언플레이버,30.0g,42.86㎉,0.86g,1.71g,6g,0.64g,54㎎,0g,1.5g,0g
에스더블유리테일)오이쉬브레드팬토스티드갈릭,30.0g,33.43㎉,0.64g,0.86g,5.79g,0.86g,45㎎,0g,2.14g,0g
에스더블유리테일)오이쉬슈스트링포테이토플레인솔티드,30.0g,43.65㎉,0g,2.25g,5.85g,0g,54㎎,0g,0.9g,0g
에스더블유리테일)오이쉬오니언링스스넥위드리얼오니언,30.0g,45㎉,0.6g,2.08g,5.96g,0g,54㎎,0g,0.9g,0g
에스더블유리테일)오이쉬오헤야멀티그레인스넥치즈,30.0g,44.7㎉,0.6g,2.7g,4.5g,0.3g,39㎎,0g,0g,0g
에스더블유리테일)오이쉬오헤야멀티그레인스넥프렌치오니언,30.0g,45.3㎉,0.6g,2.1g,6g,0.6g,63㎎,0g,0.75g,0g
에스더블유리테일)오이쉬위트닉스모카향쿠키,30.0g,41.14㎉,0.64g,1.29g,6.75g,1.61g,34.39㎎,0g,0.64g,0g
에스더블유리테일)오이쉬위트닉스바닐라향쿠키,30.0g,44.04㎉,0.64g,1.61g,6.75g,1.61g,34.39㎎,0g,0.96g,0g
에스더블유리테일)오이쉬위트닉스초코쿠키,30.0g,43.39㎉,0.64g,1.61g,6.75g,1.93g,36㎎,0g,0.96g,0g
에스더블유리테일)오이쉬참새우크래커,30.0g,40.5㎉,0.6g,1.05g,7.2g,0.3g,66㎎,0g,1.05g,0g
에스더블유리테일)오이쉬카라멜향팝콘,30.0g,40.8㎉,0.3g,1.2g,7.2g,1.8g,22.5㎎,0g,0.6g,0g
에스더블유리테일)오이쉬크리스피파타타베이키드포테이토,30.0g,43.8㎉,0.6g,1.8g,6.3g,0.3g,102㎎,0g,0.6g,0g
에스더블유리테일)오이쉬키레이유미플레이크스림프,30.0g,36.3㎉,0.9g,0.3g,7.5g,2.7g,31.5㎎,0g,0g,0g
에스더블유리테일)오이쉬포드베지테리언피스넥,30.0g,41.4㎉,1.5g,1.8g,4.8g,0g,48㎎,0g,0.9g,0g
에스더블유리테일)오이쉬포테이토칩스플레인솔티드,30.0g,48.6㎉,0.6g,3g,4.8g,0g,45㎎,0g,1.2g,0g
에스더블유리테일)오이쉬포테이토프라이치즈향,30.0g,45.3㎉,0.6g,2.1g,6g,0.3g,66㎎,0g,0.9g,0g
에스더블유리테일)오이쉬피나츄피넛크래커갈릭솔트,30.0g,40.2㎉,1.2g,2.4g,3.6g,1.2g,33㎎,0g,0.3g,0g
에스더블유리테일)오이쉬피나츄피넛크래커씨위드,30.0g,40.2㎉,1.2g,2.4g,3.6g,1.2g,33㎎,0g,0.3g,0g
에스더블유리테일)오이쉬피나츄피넛크래커아사도플레이버,30.0g,26.16㎉,3.09g,2.53g,4.78g,1.41g,14.91㎎,0g,2.11g,0g
에스델리)메이플패스츄리,90.0g,298㎉,0g,0g,0g,1g,160㎎,0g,11g,0.3g
에스델리)미니단팥페스트리,80.0g,227㎉,0g,0g,0g,3g,180㎎,0g,4.6g,0g
에스델리)정통옛날크림빵,100.0g,401㎉,6g,21g,47g,12g,240㎎,0g,10g,0g
에스디)닥터리브식이섬유푸룬구미젤리,30.0g,98㎉,2g,0g,24g,14g,11㎎,0g,0g,0g
에스디)드림카카오제로,32.0g,153㎉,3g,10g,18g,2g,10㎎,0g,6g,0g
에스디)마이니콜라겐구미,36.0g,110㎉,5g,0g,23g,8g,25㎎,0g,0g,0g
에스디)마쪼음떡볶이까르보나라,120.0g,263㎉,5.3g,2.6g,55g,2.9g,552.7㎎,0g,2.5g,0.0g
에스디)마쪼음떡볶이매운맛,120.0g,239㎉,4g,0.5g,55.7g,3.1g,482.7㎎,0g,0.1g,0.0g
에스디)마쪼음떡볶이사천짜장맛,120.0g,242㎉,4.3g,0.5g,56.1g,2.2g,511.4㎎,0g,0.1g,0.0g
에스디)마쪼음떡볶이오리지널맛,120.0g,242㎉,3.9g,0.8g,56g,3.5g,550.3㎎,0g,0.8g,0g
에스디)마쪼음떡볶이짜장맛,120.0g,237㎉,4.4g,0.4g,55.1g,3g,546.1㎎,0g,0.1g,0.0g
에스디)마쪼음비건떡볶이불닭맛,120.0g,261㎉,4.8g,0.5g,59.9g,4.6g,706.2㎎,0g,0.1g,0g
에스디)말랑말랑재밌는한글젤리,51.0g,190㎉,3g,0g,43g,29g,15㎎,0g,0g,0g
에스디)부릉부릉에너지빨강이꾸미,50.0g,175㎉,3g,0g,40g,28g,15㎎,0g,0g,0g
에스디)비타민나무젤리C,90.0g,299㎉,5g,0g,70g,59g,0㎎,0g,0g,0g
에스디)사뿐사뿐콜라겐분홍이꾸미,50.0g,175㎉,3g,0g,41g,28g,10㎎,0g,0g,0g
에스디)사뿐사뿐콜라겐초록이꾸미,50.0g,175㎉,3g,0g,40g,30g,10㎎,0g,0g,0g
에스디)석류저분자콜라겐비타C구미,90.0g,290㎉,14g,0g,59g,42g,50㎎,0g,0g,0g
에스디)스위트몬스터요거구미식이섬유SWEETMONSTERYOGURGUMMYDietaryFiber,60.0g,205㎉,4g,0g,46g,34g,30㎎,0g,0g,0g
에스디)스위트몬스터요거구미콜라겐SWEETMONSTERYOGURGUMMYCollagen,55.0g,185㎉,4g,0g,42g,31g,15㎎,0g,0g,0g
에스디)엄마내공,90.0g,313㎉,6g,0g,72g,52g,94㎎,0g,0g,0g
에스디)요거트구미식이섬유,60.0g,205㎉,4g,0g,46g,34g,30㎎,0g,0g,0g
에스디)요거트구미콜라겐,60.0g,205㎉,5g,0g,46g,33g,15㎎,0g,0g,0g
에스디)저분자콜라겐츄,90.0g,275㎉,14g,0g,55g,45g,45㎎,0g,0g,0g
에스디)제주감귤비타젤리,36.0g,123㎉,2g,0g,28g,23g,0㎎,0g,0g,0g
에스디)제주감귤젤리말삭말삭하G,90.0g,320㎉,7g,0g,73g,52g,50㎎,0g,0g,0g
에스디)제주당근젤리말삭말삭하g,90.0g,310㎉,9g,0g,68g,51g,30㎎,0g,0g,0g
에스디)제주백년초비타젤리,36.0g,124㎉,2g,0g,29g,23g,0㎎,0g,0g,0g
에스디)제주블루베리젤리말삭말삭하g,90.0g,320㎉,6g,0g,74g,52g,20㎎,0g,0g,0g
에스디)젤리셔스구미당기는구미,70.0g,225.0㎉,4g,0.0g,52.0g,39g,15.0㎎,0g,0.0g,0g
에스디)젤리셔스매치앤매치,22.5g,76㎉,2g,0g,17g,12g,0㎎,0g,0g,0g
에스디)크런키카카오쿠키볼,58.0g,305㎉,5g,17g,33g,21g,130㎎,0g,10g,0g
에스디)키요그릭요거트젤리딸기,50.0g,165㎉,3g,0g,38g,28g,15㎎,0g,0g,0g
에스디)키요그릭요거트젤리블루베리,50.0g,165㎉,3g,0g,38g,27g,20㎎,0g,0g,0g
에스디)키요그릭요거트젤리청포도,50.0g,165㎉,3g,0g,38g,27g,20㎎,0g,0g,0g
에스디)키요비타민C젤리,70.0g,230㎉,5g,0g,53g,39g,23㎎,0g,0g,0g
에스디)퐁당퐁당식이섬유보랑이꾸미,50.0g,170㎉,3g,0g,39g,28g,15㎎,0g,0g,0g
에스디)힐링미구미,30.0g,105㎉,2g,0g,24g,18g,20㎎,0g,0g,0g
에스디생명공학)카카두플럼파우더,100.0g,378.21㎉,6.61g,2.93g,81.35g,51.84g,138.17㎎,0g,0.70g,0g
에스디생명공학건강사업부문)간편하게짜먹는석류앤유산균,10.0mL,24㎉,0g,0g,5.8g,5.8g,4.9㎎,0g,0g,0g
에스디생명공학건강사업부문)클린스타트파워,100.0mL,79㎉,0.23g,0.18g,19.12g,8.6g,25.2㎎,0g,0g,0g
에스디에프)프로틴쉬폰레드,90.0g,219㎉,15g,9g,19g,4g,289㎎,0g,5.7g,0g
에스디에프)프로틴쉬폰촉촉당근,90.0g,190㎉,12g,7.5g,19g,8.5g,250㎎,0g,1.1g,0g
에스런치)닭가슴살감자크림스프,120.0g,191㎉,4g,17g,7g,1g,210㎎,0g,8g,0.6g
에스런치)닭가슴살양송이스프,120.0g,90㎉,5g,5g,6g,1g,121㎎,0g,4.5g,0g
에스런치)닭가슴살양파스프,120.0g,68㎉,3g,3.3g,7g,4g,125.0㎎,0g,0g,0.0g
에스런치)닭가슴살옥수수스프,120.0g,143㎉,6g,10g,9g,2g,160.0㎎,0g,3.5g,0.5g
에스런치)닭가슴살완두콩스프,120.0g,166㎉,6g,13g,8g,0g,160㎎,0g,7g,0.5g
에스런치)닭가슴살호박스프,120.0g,162㎉,3g,14g,7g,3g,150.0㎎,0g,3.9g,0.6g
에스런치)병아리콩보리밥과순살치킨도시락,260.0g,326㎉,16g,10g,45g,10g,519.0㎎,0g,2.6g,0.0g
에스런치)병아리콩보리밥과오징어제육덮밥도시락,240.0g,279㎉,15g,2.7g,50g,1g,122㎎,0g,0g,0g
에스런치)병아리콩보리밥과함박스테이크덮밥도시락,245.0g,283㎉,9g,4.4g,53g,1g,285㎎,0g,0.6g,0g
에스런치)현미혼합잡곡밥과닭가슴살새우덮밥도시락,250.0g,315㎉,16g,1.3g,61g,1g,427㎎,0g,0g,0g
에스런치)현미혼합잡곡밥과닭가슴살새우볶음도시락,280.0g,367㎉,17g,7g,61g,11g,568.0㎎,0g,1.4g,0.0g
에스런치)현미혼합잡곡밥과닭가슴살카레도시락,290.0g,442㎉,17g,5g,82g,11g,277.0㎎,0g,1.1g,0.0g
에스런치)현미혼합잡곡밥과치킨야채카레덮밥도시락,280.0g,374㎉,14g,8g,63g,0g,167㎎,0g,1.8g,0g
에스런치)흑미연자육밥과닭가슴살굴라쉬덮밥,270.0g,312㎉,17g,2.6g,57g,2g,201.0㎎,0g,0.6g,0.0g
에스런치)흑미연자육밥과우삼겹불고기덮밥도시락,250.0g,370㎉,17g,4.7g,67g,10g,451.0㎎,0g,0.5g,0.0g
에스씨디글로벌)마오암블락스사우어MAOAMBLOXXSOUR,110.0g,420㎉,0g,0g,0g,62g,4㎎,0g,3g,0g
에스아이유통)산루카스엑스트라버진아보카도오일SANLUCASEXTRAVIRGINAVOCADOOIL,100.0mL,8235㎉,0g,0g,0g,0g,0㎎,0g,1g,0g
에스아이지)까페오레파르페,300.0mL,345.0㎉,4.0g,13.0g,53.0g,40g,115.0㎎,0g,9.5g,0g
에스아이지)꽃보다인절미,80.0mL,185.0㎉,5.0g,7.0g,11.0g,23g,60.0㎎,0g,1.6g,0g
에스아이지)꽃보다파르페티라미수,305.0g,106.0㎉,1.0g,3.3g,18.0g,13g,40.0㎎,0g,3g,0.3g
에스아이지)끌레도르파르페옐로프룻,260.0g,260㎉,2.9g,8.6g,43g,32g,110㎎,0g,7g,0g
에스아이지)끌레도르파르페초코,300.0mL,305.0㎉,4.0g,12.0g,45.0g,33g,130.0㎎,0g,8g,0g
에스아이지)끌레도르파르페흑당밀크티,300.0g,300㎉,2.7g,10g,50g,37g,100㎎,0g,7g,0.5g
에스아이지)부드러운빵또아,180.0mL,200.0㎉,3.0g,6.0g,34.0g,23g,150.0㎎,0g,5g,0g
에스아이지)빵또아오리지널,180.0mL,200.0㎉,3.0g,6.0g,33.0g,21g,150.0㎎,0g,5g,0g
에스아이지)뽕따레드피치,130.0g,110㎉,0g,1g,25g,16g,30㎎,0g,0.9g,0g
에스아이지)뽕따소다맛,130.0g,115㎉,0g,3.2g,22g,16g,50㎎,0g,3g,0g
에스알)모자렐라골든치즈냉동,20.0g,54㎉,5g,3g,2g,0g,90㎎,0g,2g,0g
